corpus,date,entity_id,sector,mentions,day_total,sov,sov_sector
digest,2026-08-12,ltts,it,1,25,0.04,0.08333333333333333
digest,2026-08-12,acc,cement,0,25,0.0,0.0
digest,2026-08-12,amber,ems,0,25,0.0,0.0
digest,2026-08-12,apl_apollo,steel,0,25,0.0,0.0
digest,2026-08-12,coal_india,mining,0,25,0.0,0.0
digest,2026-08-12,dixon,ems,0,25,0.0,0.0
digest,2026-08-12,hindustan_zinc,aluminium,0,25,0.0,0.0
digest,2026-08-12,jindal_stainless,steel,0,25,0.0,0.0
digest,2026-08-12,jk_cement,cement,0,25,0.0,0.0
digest,2026-08-12,jsw_cement,cement,0,25,0.0,0.0
digest,2026-08-12,jsw_steel,steel,0,25,0.0,0.0
digest,2026-08-12,kaynes,ems,0,25,0.0,0.0
digest,2026-08-12,ltimindtree,it,0,25,0.0,0.0
digest,2026-08-12,nmdc,mining,0,25,0.0,0.0
digest,2026-08-12,nuvoco,cement,0,25,0.0,0.0
digest,2026-08-12,ofss,it,0,25,0.0,0.0
digest,2026-08-12,persistent,it,0,25,0.0,0.0
digest,2026-08-12,pg_electroplast,ems,0,25,0.0,0.0
digest,2026-08-12,ramco,cement,0,25,0.0,0.0
digest,2026-08-12,sail,steel,0,25,0.0,0.0
digest,2026-08-12,shyam_metalics,steel,0,25,0.0,0.0
digest,2026-08-12,tata_elxsi,it,0,25,0.0,0.0
digest,2026-08-12,tata_steel,steel,0,25,0.0,0.0
digest,2026-08-12,vaml,aluminium,0,25,0.0,0.0
digest,2026-08-12,vedanta,aluminium,0,25,0.0,0.0
digest,2026-08-13,jsw_steel,steel,2,45,0.044444444444444446,1.0
digest,2026-08-13,ultratech,cement,3,45,0.06666666666666667,0.3
digest,2026-08-13,lloyds_metals,mining,2,45,0.044444444444444446,0.5
digest,2026-08-13,coal_india,mining,1,45,0.022222222222222223,0.25
digest,2026-08-13,hindustan_copper,mining,1,45,0.022222222222222223,0.25
digest,2026-08-13,nalco,aluminium,3,45,0.06666666666666667,0.375
digest,2026-08-13,hindalco,aluminium,3,45,0.06666666666666667,0.375
digest,2026-08-13,vedanta,aluminium,2,45,0.044444444444444446,0.25
digest,2026-08-13,ambuja,cement,1,45,0.022222222222222223,0.1
digest,2026-08-13,shree,cement,1,45,0.022222222222222223,0.1
digest,2026-08-13,dalmia,cement,1,45,0.022222222222222223,0.1
digest,2026-08-13,star_cement,cement,1,45,0.022222222222222223,0.1
digest,2026-08-13,jk_cement,cement,2,45,0.044444444444444446,0.2
digest,2026-08-13,jsw_cement,cement,1,45,0.022222222222222223,0.1
digest,2026-08-13,syrma_sgs,ems,1,45,0.022222222222222223,0.16666666666666666
digest,2026-08-13,avalon,ems,1,45,0.022222222222222223,0.16666666666666666
digest,2026-08-13,amber,ems,2,45,0.044444444444444446,0.3333333333333333
digest,2026-08-13,dixon,ems,2,45,0.044444444444444446,0.3333333333333333
digest,2026-08-13,mphasis,it,2,45,0.044444444444444446,0.13333333333333333
digest,2026-08-13,coforge,it,2,45,0.044444444444444446,0.13333333333333333
digest,2026-08-13,persistent,it,2,45,0.044444444444444446,0.13333333333333333
digest,2026-08-13,tcs,it,3,45,0.06666666666666667,0.2
digest,2026-08-13,hcl_tech,it,1,45,0.022222222222222223,0.06666666666666667
digest,2026-08-13,infosys,it,1,45,0.022222222222222223,0.06666666666666667
digest,2026-08-13,ltimindtree,it,1,45,0.022222222222222223,0.06666666666666667
digest,2026-08-13,ltts,it,1,45,0.022222222222222223,0.06666666666666667
digest,2026-08-13,tata_elxsi,it,1,45,0.022222222222222223,0.06666666666666667
digest,2026-08-13,kpit,it,1,45,0.022222222222222223,0.06666666666666667
digest,2026-08-13,acc,cement,0,45,0.0,0.0
digest,2026-08-13,apl_apollo,steel,0,45,0.0,0.0
digest,2026-08-13,hindustan_zinc,aluminium,0,45,0.0,0.0
digest,2026-08-13,jindal_stainless,steel,0,45,0.0,0.0
digest,2026-08-13,jindal_steel,steel,0,45,0.0,0.0
digest,2026-08-13,kaynes,ems,0,45,0.0,0.0
digest,2026-08-13,nmdc,mining,0,45,0.0,0.0
digest,2026-08-13,nuvoco,cement,0,45,0.0,0.0
digest,2026-08-13,ofss,it,0,45,0.0,0.0
digest,2026-08-13,pg_electroplast,ems,0,45,0.0,0.0
digest,2026-08-13,ramco,cement,0,45,0.0,0.0
digest,2026-08-13,sail,steel,0,45,0.0,0.0
digest,2026-08-13,shyam_metalics,steel,0,45,0.0,0.0
digest,2026-08-13,tata_steel,steel,0,45,0.0,0.0
digest,2026-08-13,tech_mahindra,it,0,45,0.0,0.0
digest,2026-08-13,vaml,aluminium,0,45,0.0,0.0
digest,2026-08-13,wipro,it,0,45,0.0,0.0
digest,2026-08-14,tata_steel,steel,2,41,0.04878048780487805,0.25
digest,2026-08-14,jindal_steel,steel,2,41,0.04878048780487805,0.25
digest,2026-08-14,jsw_steel,steel,2,41,0.04878048780487805,0.25
digest,2026-08-14,sail,steel,2,41,0.04878048780487805,0.25
digest,2026-08-14,coal_india,mining,1,41,0.024390243902439025,0.3333333333333333
digest,2026-08-14,nmdc,mining,1,41,0.024390243902439025,0.3333333333333333
digest,2026-08-14,hindustan_copper,mining,1,41,0.024390243902439025,0.3333333333333333
digest,2026-08-14,hindalco,aluminium,1,41,0.024390243902439025,0.2
digest,2026-08-14,nalco,aluminium,1,41,0.024390243902439025,0.2
digest,2026-08-14,vaml,aluminium,1,41,0.024390243902439025,0.2
digest,2026-08-14,vedanta,aluminium,1,41,0.024390243902439025,0.2
digest,2026-08-14,hindustan_zinc,aluminium,1,41,0.024390243902439025,0.2
digest,2026-08-14,jsw_cement,cement,2,41,0.04878048780487805,0.5
digest,2026-08-14,ramco,cement,1,41,0.024390243902439025,0.25
digest,2026-08-14,ultratech,cement,1,41,0.024390243902439025,0.25
digest,2026-08-14,amber,ems,4,41,0.0975609756097561,0.36363636363636365
digest,2026-08-14,dixon,ems,2,41,0.04878048780487805,0.18181818181818182
digest,2026-08-14,pg_electroplast,ems,2,41,0.04878048780487805,0.18181818181818182
digest,2026-08-14,kaynes,ems,1,41,0.024390243902439025,0.09090909090909091
digest,2026-08-14,syrma_sgs,ems,1,41,0.024390243902439025,0.09090909090909091
digest,2026-08-14,avalon,ems,1,41,0.024390243902439025,0.09090909090909091
digest,2026-08-14,tcs,it,2,41,0.04878048780487805,0.2
digest,2026-08-14,infosys,it,2,41,0.04878048780487805,0.2
digest,2026-08-14,hcl_tech,it,2,41,0.04878048780487805,0.2
digest,2026-08-14,wipro,it,2,41,0.04878048780487805,0.2
digest,2026-08-14,tech_mahindra,it,1,41,0.024390243902439025,0.1
digest,2026-08-14,ltimindtree,it,1,41,0.024390243902439025,0.1
digest,2026-08-14,acc,cement,0,41,0.0,0.0
digest,2026-08-14,ambuja,cement,0,41,0.0,0.0
digest,2026-08-14,apl_apollo,steel,0,41,0.0,0.0
digest,2026-08-14,coforge,it,0,41,0.0,0.0
digest,2026-08-14,dalmia,cement,0,41,0.0,0.0
digest,2026-08-14,jindal_stainless,steel,0,41,0.0,0.0
digest,2026-08-14,jk_cement,cement,0,41,0.0,0.0
digest,2026-08-14,kpit,it,0,41,0.0,0.0
digest,2026-08-14,lloyds_metals,mining,0,41,0.0,0.0
digest,2026-08-14,ltts,it,0,41,0.0,0.0
digest,2026-08-14,mphasis,it,0,41,0.0,0.0
digest,2026-08-14,nuvoco,cement,0,41,0.0,0.0
digest,2026-08-14,ofss,it,0,41,0.0,0.0
digest,2026-08-14,persistent,it,0,41,0.0,0.0
digest,2026-08-14,shree,cement,0,41,0.0,0.0
digest,2026-08-14,shyam_metalics,steel,0,41,0.0,0.0
digest,2026-08-14,star_cement,cement,0,41,0.0,0.0
digest,2026-08-14,tata_elxsi,it,0,41,0.0,0.0
digest,2026-08-15,nmdc,mining,1,5,0.2,1.0
digest,2026-08-15,jsw_cement,cement,1,5,0.2,1.0
digest,2026-08-15,amber,ems,3,5,0.6,1.0
digest,2026-08-15,acc,cement,0,5,0.0,0.0
digest,2026-08-15,ambuja,cement,0,5,0.0,0.0
digest,2026-08-15,apl_apollo,steel,0,5,0.0,0.0
digest,2026-08-15,avalon,ems,0,5,0.0,0.0
digest,2026-08-15,coal_india,mining,0,5,0.0,0.0
digest,2026-08-15,coforge,it,0,5,0.0,0.0
digest,2026-08-15,dalmia,cement,0,5,0.0,0.0
digest,2026-08-15,dixon,ems,0,5,0.0,0.0
digest,2026-08-15,hcl_tech,it,0,5,0.0,0.0
digest,2026-08-15,hindalco,aluminium,0,5,0.0,0.0
digest,2026-08-15,hindustan_copper,mining,0,5,0.0,0.0
digest,2026-08-15,hindustan_zinc,aluminium,0,5,0.0,0.0
digest,2026-08-15,infosys,it,0,5,0.0,0.0
digest,2026-08-15,jindal_stainless,steel,0,5,0.0,0.0
digest,2026-08-15,jindal_steel,steel,0,5,0.0,0.0
digest,2026-08-15,jk_cement,cement,0,5,0.0,0.0
digest,2026-08-15,jsw_steel,steel,0,5,0.0,0.0
digest,2026-08-15,kaynes,ems,0,5,0.0,0.0
digest,2026-08-15,kpit,it,0,5,0.0,0.0
digest,2026-08-15,lloyds_metals,mining,0,5,0.0,0.0
digest,2026-08-15,ltimindtree,it,0,5,0.0,0.0
digest,2026-08-15,ltts,it,0,5,0.0,0.0
digest,2026-08-15,mphasis,it,0,5,0.0,0.0
digest,2026-08-15,nalco,aluminium,0,5,0.0,0.0
digest,2026-08-15,nuvoco,cement,0,5,0.0,0.0
digest,2026-08-15,ofss,it,0,5,0.0,0.0
digest,2026-08-15,persistent,it,0,5,0.0,0.0
digest,2026-08-15,pg_electroplast,ems,0,5,0.0,0.0
digest,2026-08-15,ramco,cement,0,5,0.0,0.0
digest,2026-08-15,sail,steel,0,5,0.0,0.0
digest,2026-08-15,shree,cement,0,5,0.0,0.0
digest,2026-08-15,shyam_metalics,steel,0,5,0.0,0.0
digest,2026-08-15,star_cement,cement,0,5,0.0,0.0
digest,2026-08-15,syrma_sgs,ems,0,5,0.0,0.0
digest,2026-08-15,tata_elxsi,it,0,5,0.0,0.0
digest,2026-08-15,tata_steel,steel,0,5,0.0,0.0
digest,2026-08-15,tcs,it,0,5,0.0,0.0
digest,2026-08-15,tech_mahindra,it,0,5,0.0,0.0
digest,2026-08-15,ultratech,cement,0,5,0.0,0.0
digest,2026-08-15,vaml,aluminium,0,5,0.0,0.0
digest,2026-08-15,vedanta,aluminium,0,5,0.0,0.0
digest,2026-08-15,wipro,it,0,5,0.0,0.0
digest,2026-08-16,jsw_cement,cement,1,3,0.3333333333333333,1.0
digest,2026-08-16,amber,ems,1,3,0.3333333333333333,1.0
digest,2026-08-16,kpit,it,1,3,0.3333333333333333,1.0
digest,2026-08-16,acc,cement,0,3,0.0,0.0
digest,2026-08-16,ambuja,cement,0,3,0.0,0.0
digest,2026-08-16,apl_apollo,steel,0,3,0.0,0.0
digest,2026-08-16,avalon,ems,0,3,0.0,0.0
digest,2026-08-16,coal_india,mining,0,3,0.0,0.0
digest,2026-08-16,coforge,it,0,3,0.0,0.0
digest,2026-08-16,dalmia,cement,0,3,0.0,0.0
digest,2026-08-16,dixon,ems,0,3,0.0,0.0
digest,2026-08-16,hcl_tech,it,0,3,0.0,0.0
digest,2026-08-16,hindalco,aluminium,0,3,0.0,0.0
digest,2026-08-16,hindustan_copper,mining,0,3,0.0,0.0
digest,2026-08-16,hindustan_zinc,aluminium,0,3,0.0,0.0
digest,2026-08-16,infosys,it,0,3,0.0,0.0
digest,2026-08-16,jindal_stainless,steel,0,3,0.0,0.0
digest,2026-08-16,jindal_steel,steel,0,3,0.0,0.0
digest,2026-08-16,jk_cement,cement,0,3,0.0,0.0
digest,2026-08-16,jsw_steel,steel,0,3,0.0,0.0
digest,2026-08-16,kaynes,ems,0,3,0.0,0.0
digest,2026-08-16,lloyds_metals,mining,0,3,0.0,0.0
digest,2026-08-16,ltimindtree,it,0,3,0.0,0.0
digest,2026-08-16,ltts,it,0,3,0.0,0.0
digest,2026-08-16,mphasis,it,0,3,0.0,0.0
digest,2026-08-16,nalco,aluminium,0,3,0.0,0.0
digest,2026-08-16,nmdc,mining,0,3,0.0,0.0
digest,2026-08-16,nuvoco,cement,0,3,0.0,0.0
digest,2026-08-16,ofss,it,0,3,0.0,0.0
digest,2026-08-16,persistent,it,0,3,0.0,0.0
digest,2026-08-16,pg_electroplast,ems,0,3,0.0,0.0
digest,2026-08-16,ramco,cement,0,3,0.0,0.0
digest,2026-08-16,sail,steel,0,3,0.0,0.0
digest,2026-08-16,shree,cement,0,3,0.0,0.0
digest,2026-08-16,shyam_metalics,steel,0,3,0.0,0.0
digest,2026-08-16,star_cement,cement,0,3,0.0,0.0
digest,2026-08-16,syrma_sgs,ems,0,3,0.0,0.0
digest,2026-08-16,tata_elxsi,it,0,3,0.0,0.0
digest,2026-08-16,tata_steel,steel,0,3,0.0,0.0
digest,2026-08-16,tcs,it,0,3,0.0,0.0
digest,2026-08-16,tech_mahindra,it,0,3,0.0,0.0
digest,2026-08-16,ultratech,cement,0,3,0.0,0.0
digest,2026-08-16,vaml,aluminium,0,3,0.0,0.0
digest,2026-08-16,vedanta,aluminium,0,3,0.0,0.0
digest,2026-08-16,wipro,it,0,3,0.0,0.0
digest,2026-08-17,jsw_cement,cement,2,31,0.06451612903225806,1.0
digest,2026-08-17,nmdc,mining,2,31,0.06451612903225806,1.0
digest,2026-08-17,amber,ems,4,31,0.12903225806451613,0.5
digest,2026-08-17,syrma_sgs,ems,3,31,0.0967741935483871,0.375
digest,2026-08-17,pg_electroplast,ems,1,31,0.03225806451612903,0.125
digest,2026-08-17,tcs,it,2,31,0.06451612903225806,0.10526315789473684
digest,2026-08-17,infosys,it,2,31,0.06451612903225806,0.10526315789473684
digest,2026-08-17,wipro,it,1,31,0.03225806451612903,0.05263157894736842
digest,2026-08-17,hcl_tech,it,2,31,0.06451612903225806,0.10526315789473684
digest,2026-08-17,tech_mahindra,it,2,31,0.06451612903225806,0.10526315789473684
digest,2026-08-17,ltimindtree,it,1,31,0.03225806451612903,0.05263157894736842
digest,2026-08-17,ltts,it,1,31,0.03225806451612903,0.05263157894736842
digest,2026-08-17,coforge,it,2,31,0.06451612903225806,0.10526315789473684
digest,2026-08-17,persistent,it,3,31,0.0967741935483871,0.15789473684210525
digest,2026-08-17,mphasis,it,2,31,0.06451612903225806,0.10526315789473684
digest,2026-08-17,kpit,it,1,31,0.03225806451612903,0.05263157894736842
digest,2026-08-17,acc,cement,0,31,0.0,0.0
digest,2026-08-17,ambuja,cement,0,31,0.0,0.0
digest,2026-08-17,apl_apollo,steel,0,31,0.0,0.0
digest,2026-08-17,avalon,ems,0,31,0.0,0.0
digest,2026-08-17,coal_india,mining,0,31,0.0,0.0
digest,2026-08-17,dalmia,cement,0,31,0.0,0.0
digest,2026-08-17,dixon,ems,0,31,0.0,0.0
digest,2026-08-17,hindalco,aluminium,0,31,0.0,0.0
digest,2026-08-17,hindustan_copper,mining,0,31,0.0,0.0
digest,2026-08-17,hindustan_zinc,aluminium,0,31,0.0,0.0
digest,2026-08-17,jindal_stainless,steel,0,31,0.0,0.0
digest,2026-08-17,jindal_steel,steel,0,31,0.0,0.0
digest,2026-08-17,jk_cement,cement,0,31,0.0,0.0
digest,2026-08-17,jsw_steel,steel,0,31,0.0,0.0
digest,2026-08-17,kaynes,ems,0,31,0.0,0.0
digest,2026-08-17,lloyds_metals,mining,0,31,0.0,0.0
digest,2026-08-17,nalco,aluminium,0,31,0.0,0.0
digest,2026-08-17,nuvoco,cement,0,31,0.0,0.0
digest,2026-08-17,ofss,it,0,31,0.0,0.0
digest,2026-08-17,ramco,cement,0,31,0.0,0.0
digest,2026-08-17,sail,steel,0,31,0.0,0.0
digest,2026-08-17,shree,cement,0,31,0.0,0.0
digest,2026-08-17,shyam_metalics,steel,0,31,0.0,0.0
digest,2026-08-17,star_cement,cement,0,31,0.0,0.0
digest,2026-08-17,tata_elxsi,it,0,31,0.0,0.0
digest,2026-08-17,tata_steel,steel,0,31,0.0,0.0
digest,2026-08-17,ultratech,cement,0,31,0.0,0.0
digest,2026-08-17,vaml,aluminium,0,31,0.0,0.0
digest,2026-08-17,vedanta,aluminium,0,31,0.0,0.0
digest,2026-08-18,tata_steel,steel,5,59,0.0847457627118644,0.38461538461538464
digest,2026-08-18,jsw_steel,steel,4,59,0.06779661016949153,0.3076923076923077
digest,2026-08-18,jindal_steel,steel,3,59,0.05084745762711865,0.23076923076923078
digest,2026-08-18,nmdc,mining,5,59,0.0847457627118644,0.7142857142857143
digest,2026-08-18,coal_india,mining,2,59,0.03389830508474576,0.2857142857142857
digest,2026-08-18,apl_apollo,steel,1,59,0.01694915254237288,0.07692307692307693
digest,2026-08-18,vedanta,aluminium,1,59,0.01694915254237288,0.5
digest,2026-08-18,hindustan_zinc,aluminium,1,59,0.01694915254237288,0.5
digest,2026-08-18,jsw_cement,cement,4,59,0.06779661016949153,0.3333333333333333
digest,2026-08-18,ultratech,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,shree,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,dalmia,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,ambuja,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,jk_cement,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,nuvoco,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,ramco,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,star_cement,cement,1,59,0.01694915254237288,0.08333333333333333
digest,2026-08-18,syrma_sgs,ems,2,59,0.03389830508474576,0.18181818181818182
digest,2026-08-18,kaynes,ems,2,59,0.03389830508474576,0.18181818181818182
digest,2026-08-18,dixon,ems,2,59,0.03389830508474576,0.18181818181818182
digest,2026-08-18,amber,ems,3,59,0.05084745762711865,0.2727272727272727
digest,2026-08-18,pg_electroplast,ems,1,59,0.01694915254237288,0.09090909090909091
digest,2026-08-18,avalon,ems,1,59,0.01694915254237288,0.09090909090909091
digest,2026-08-18,tcs,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,infosys,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,wipro,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,hcl_tech,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,tech_mahindra,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,ltimindtree,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,ltts,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,coforge,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,persistent,it,2,59,0.03389830508474576,0.14285714285714285
digest,2026-08-18,mphasis,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,kpit,it,2,59,0.03389830508474576,0.14285714285714285
digest,2026-08-18,tata_elxsi,it,1,59,0.01694915254237288,0.07142857142857142
digest,2026-08-18,acc,cement,0,59,0.0,0.0
digest,2026-08-18,hindalco,aluminium,0,59,0.0,0.0
digest,2026-08-18,hindustan_copper,mining,0,59,0.0,0.0
digest,2026-08-18,jindal_stainless,steel,0,59,0.0,0.0
digest,2026-08-18,lloyds_metals,mining,0,59,0.0,0.0
digest,2026-08-18,nalco,aluminium,0,59,0.0,0.0
digest,2026-08-18,ofss,it,0,59,0.0,0.0
digest,2026-08-18,sail,steel,0,59,0.0,0.0
digest,2026-08-18,shyam_metalics,steel,0,59,0.0,0.0
digest,2026-08-18,vaml,aluminium,0,59,0.0,0.0
staging,2026-08-24,amber,ems,0,5,0.0,0.0
staging,2026-08-24,ambuja,cement,0,5,0.0,0.0
staging,2026-08-24,apl_apollo,steel,0,5,0.0,0.0
staging,2026-08-24,coal_india,mining,0,5,0.0,0.0
staging,2026-08-24,dalmia,cement,0,5,0.0,0.0
staging,2026-08-24,dixon,ems,0,5,0.0,0.0
staging,2026-08-24,hindalco,aluminium,3,5,0.6,0.75
staging,2026-08-24,hindustan_copper,mining,0,5,0.0,0.0
staging,2026-08-24,hindustan_zinc,aluminium,0,5,0.0,0.0
staging,2026-08-24,jindal_steel,steel,0,5,0.0,0.0
staging,2026-08-24,jsw_steel,steel,0,5,0.0,0.0
staging,2026-08-24,kaynes,ems,0,5,0.0,0.0
staging,2026-08-24,nalco,aluminium,0,5,0.0,0.0
staging,2026-08-24,nmdc,mining,0,5,0.0,0.0
staging,2026-08-24,pg_electroplast,ems,0,5,0.0,0.0
staging,2026-08-24,sail,steel,0,5,0.0,0.0
staging,2026-08-24,shree,cement,0,5,0.0,0.0
staging,2026-08-24,tata_steel,steel,0,5,0.0,0.0
staging,2026-08-24,ultratech,cement,1,5,0.2,1.0
staging,2026-08-24,vaml,aluminium,0,5,0.0,0.0
staging,2026-08-24,vedanta,aluminium,1,5,0.2,0.25
staging,2026-09-01,amber,ems,0,19,0.0,0.0
staging,2026-09-01,ambuja,cement,2,19,0.10526315789473684,0.4
staging,2026-09-01,apl_apollo,steel,0,19,0.0,0.0
staging,2026-09-01,coal_india,mining,3,19,0.15789473684210525,0.75
staging,2026-09-01,dalmia,cement,0,19,0.0,0.0
staging,2026-09-01,dixon,ems,1,19,0.05263157894736842,0.3333333333333333
staging,2026-09-01,hindalco,aluminium,2,19,0.10526315789473684,0.6666666666666666
staging,2026-09-01,hindustan_copper,mining,0,19,0.0,0.0
staging,2026-09-01,hindustan_zinc,aluminium,0,19,0.0,0.0
staging,2026-09-01,jindal_steel,steel,0,19,0.0,0.0
staging,2026-09-01,jsw_steel,steel,1,19,0.05263157894736842,0.25
staging,2026-09-01,kaynes,ems,2,19,0.10526315789473684,0.6666666666666666
staging,2026-09-01,nalco,aluminium,0,19,0.0,0.0
staging,2026-09-01,nmdc,mining,1,19,0.05263157894736842,0.25
staging,2026-09-01,pg_electroplast,ems,0,19,0.0,0.0
staging,2026-09-01,sail,steel,1,19,0.05263157894736842,0.25
staging,2026-09-01,shree,cement,0,19,0.0,0.0
staging,2026-09-01,tata_steel,steel,2,19,0.10526315789473684,0.5
staging,2026-09-01,ultratech,cement,3,19,0.15789473684210525,0.6
staging,2026-09-01,vaml,aluminium,0,19,0.0,0.0
staging,2026-09-01,vedanta,aluminium,1,19,0.05263157894736842,0.3333333333333333
staging,2026-09-04,amber,ems,1,22,0.045454545454545456,0.16666666666666666
staging,2026-09-04,ambuja,cement,0,22,0.0,0.0
staging,2026-09-04,apl_apollo,steel,0,22,0.0,0.0
staging,2026-09-04,coal_india,mining,0,22,0.0,0.0
staging,2026-09-04,dalmia,cement,0,22,0.0,0.0
staging,2026-09-04,dixon,ems,2,22,0.09090909090909091,0.3333333333333333
staging,2026-09-04,hindalco,aluminium,0,22,0.0,0.0
staging,2026-09-04,hindustan_copper,mining,0,22,0.0,0.0
staging,2026-09-04,hindustan_zinc,aluminium,1,22,0.045454545454545456,1.0
staging,2026-09-04,jindal_steel,steel,0,22,0.0,0.0
staging,2026-09-04,jsw_steel,steel,1,22,0.045454545454545456,0.5
staging,2026-09-04,kaynes,ems,1,22,0.045454545454545456,0.16666666666666666
staging,2026-09-04,nalco,aluminium,0,22,0.0,0.0
staging,2026-09-04,nmdc,mining,1,22,0.045454545454545456,1.0
staging,2026-09-04,pg_electroplast,ems,2,22,0.09090909090909091,0.3333333333333333
staging,2026-09-04,sail,steel,1,22,0.045454545454545456,0.5
staging,2026-09-04,shree,cement,0,22,0.0,0.0
staging,2026-09-04,tata_steel,steel,0,22,0.0,0.0
staging,2026-09-04,ultratech,cement,12,22,0.5454545454545454,1.0
staging,2026-09-04,vaml,aluminium,0,22,0.0,0.0
staging,2026-09-04,vedanta,aluminium,0,22,0.0,0.0
staging,2026-09-07,amber,ems,0,10,0.0,0.0
staging,2026-09-07,ambuja,cement,1,10,0.1,0.14285714285714285
staging,2026-09-07,apl_apollo,steel,0,10,0.0,0.0
staging,2026-09-07,coal_india,mining,0,10,0.0,0.0
staging,2026-09-07,dalmia,cement,0,10,0.0,0.0
staging,2026-09-07,dixon,ems,0,10,0.0,0.0
staging,2026-09-07,hindalco,aluminium,0,10,0.0,0.0
staging,2026-09-07,hindustan_copper,mining,0,10,0.0,0.0
staging,2026-09-07,hindustan_zinc,aluminium,0,10,0.0,0.0
staging,2026-09-07,jindal_steel,steel,0,10,0.0,0.0
staging,2026-09-07,jsw_steel,steel,0,10,0.0,0.0
staging,2026-09-07,kaynes,ems,0,10,0.0,0.0
staging,2026-09-07,nalco,aluminium,0,10,0.0,0.0
staging,2026-09-07,nmdc,mining,3,10,0.3,1.0
staging,2026-09-07,pg_electroplast,ems,0,10,0.0,0.0
staging,2026-09-07,sail,steel,0,10,0.0,0.0
staging,2026-09-07,shree,cement,0,10,0.0,0.0
staging,2026-09-07,tata_steel,steel,0,10,0.0,0.0
staging,2026-09-07,ultratech,cement,6,10,0.6,0.8571428571428571
staging,2026-09-07,vaml,aluminium,0,10,0.0,0.0
staging,2026-09-07,vedanta,aluminium,0,10,0.0,0.0
staging,2026-09-08,amber,ems,0,9,0.0,0.0
staging,2026-09-08,ambuja,cement,0,9,0.0,0.0
staging,2026-09-08,apl_apollo,steel,0,9,0.0,0.0
staging,2026-09-08,coal_india,mining,0,9,0.0,0.0
staging,2026-09-08,dalmia,cement,0,9,0.0,0.0
staging,2026-09-08,dixon,ems,0,9,0.0,0.0
staging,2026-09-08,hindalco,aluminium,0,9,0.0,0.0
staging,2026-09-08,hindustan_copper,mining,0,9,0.0,0.0
staging,2026-09-08,hindustan_zinc,aluminium,0,9,0.0,0.0
staging,2026-09-08,jindal_steel,steel,0,9,0.0,0.0
staging,2026-09-08,jsw_steel,steel,0,9,0.0,0.0
staging,2026-09-08,kaynes,ems,0,9,0.0,0.0
staging,2026-09-08,nalco,aluminium,1,9,0.1111111111111111,1.0
staging,2026-09-08,nmdc,mining,2,9,0.2222222222222222,1.0
staging,2026-09-08,pg_electroplast,ems,1,9,0.1111111111111111,1.0
staging,2026-09-08,sail,steel,0,9,0.0,0.0
staging,2026-09-08,shree,cement,0,9,0.0,0.0
staging,2026-09-08,tata_steel,steel,0,9,0.0,0.0
staging,2026-09-08,ultratech,cement,5,9,0.5555555555555556,1.0
staging,2026-09-08,vaml,aluminium,0,9,0.0,0.0
staging,2026-09-08,vedanta,aluminium,0,9,0.0,0.0
staging,2026-09-09,amber,ems,0,21,0.0,0.0
staging,2026-09-09,ambuja,cement,1,21,0.047619047619047616,0.125
staging,2026-09-09,apl_apollo,steel,0,21,0.0,0.0
staging,2026-09-09,coal_india,mining,0,21,0.0,0.0
staging,2026-09-09,dalmia,cement,2,21,0.09523809523809523,0.25
staging,2026-09-09,dixon,ems,0,21,0.0,0.0
staging,2026-09-09,hindalco,aluminium,0,21,0.0,0.0
staging,2026-09-09,hindustan_copper,mining,0,21,0.0,0.0
staging,2026-09-09,hindustan_zinc,aluminium,0,21,0.0,0.0
staging,2026-09-09,jindal_steel,steel,1,21,0.047619047619047616,0.3333333333333333
staging,2026-09-09,jsw_steel,steel,1,21,0.047619047619047616,0.3333333333333333
staging,2026-09-09,kaynes,ems,1,21,0.047619047619047616,0.5
staging,2026-09-09,nalco,aluminium,1,21,0.047619047619047616,0.16666666666666666
staging,2026-09-09,nmdc,mining,2,21,0.09523809523809523,1.0
staging,2026-09-09,pg_electroplast,ems,1,21,0.047619047619047616,0.5
staging,2026-09-09,sail,steel,0,21,0.0,0.0
staging,2026-09-09,shree,cement,1,21,0.047619047619047616,0.125
staging,2026-09-09,tata_steel,steel,1,21,0.047619047619047616,0.3333333333333333
staging,2026-09-09,ultratech,cement,4,21,0.19047619047619047,0.5
